id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
625440503673266176,625440503673266176,2015-07-26 23:00:10 UTC,2015-07-26,23:00:10,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,Σημίτης ο διαπραγματευτής (2000) #Simitis #diapragmateysi  https://t.co/XojvNl92Ua,el,[],['https://www.youtube.com/watch?v=AmSJoiieTIg'],[],0,2,2,"['simitis', 'diapragmateysi']",[],https://twitter.com/jodigraphics15/status/625440503673266176,False,,0,,,,,,,,[],,,,
625418659184381952,625418659184381952,2015-07-26 21:33:22 UTC,2015-07-26,21:33:22,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,Active Member - Δέσε κόκκινο πανί Ακούστε το δίσκο εδώ:  http://t.co/VtkwjV0h94  https://t.co/NhXdPWUpLR,el,[],"['http://bit.ly/1HhPIhW', 'https://www.youtube.com/watch?v=IordUF4h_Fs']",[],0,0,8,[],[],https://twitter.com/jodigraphics15/status/625418659184381952,False,,0,,,,,,,,[],,,,
625411535964344320,625380864768262144,2015-07-26 21:05:04 UTC,2015-07-26,21:05:04,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,@Katerina_Tier  http://t.co/BGRHXOyJg5,qme,[],[],['https://pbs.twimg.com/media/CK3oekZUAAAdAEP.png'],1,0,2,[],[],https://twitter.com/jodigraphics15/status/625411535964344320,False,,1,https://pbs.twimg.com/media/CK3oekZUAAAdAEP.png,,,,,,,[],,,,
625410827236020224,625401780638216192,2015-07-26 21:02:15 UTC,2015-07-26,21:02:15,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,@eleytheroi_s αα της γνωστής σχολής των επιτυχημένων διαπραγματεύσεων. κατάλαβα,el,[],[],[],1,0,2,[],[],https://twitter.com/jodigraphics15/status/625410827236020224,False,,0,,,,,,,,[],,,,
625409237137629184,625401780638216192,2015-07-26 20:55:56 UTC,2015-07-26,20:55:56,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,@eleytheroi_s χαχα 1998:Υποτίμηση της δραχμής 12% με παράλληλη ένταξη στον Μηχανισμό Συναλλαγματικών Ισοτιμιών της ΕΕ  http://t.co/s51RrHNQ7e,el,[],[],['https://pbs.twimg.com/media/CK3mYwZUYAAp4M5.png'],1,0,5,[],[],https://twitter.com/jodigraphics15/status/625409237137629184,False,,1,https://pbs.twimg.com/media/CK3mYwZUYAAp4M5.png,,,,,,,[],,,,
625401780638216192,625401780638216192,2015-07-26 20:26:18 UTC,2015-07-26,20:26:18,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,Έλα #*($*Ι στον τόπο σου δηλαδή... #simitis #varoufakis  Plan B  http://t.co/ERltyyIcqp,el,[],[],['https://pbs.twimg.com/media/CK3fmtiVAAAGhcK.jpg'],23,373,342,"['simitis', 'varoufakis']",[],https://twitter.com/jodigraphics15/status/625401780638216192,False,,1,https://pbs.twimg.com/media/CK3fmtiVAAAGhcK.jpg,,,,,,,[],,,,
625396382975815680,625380864768262144,2015-07-26 20:04:51 UTC,2015-07-26,20:04:51,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,@Apomor  http://t.co/x8NM2X5mVu,qme,[],[],['https://pbs.twimg.com/media/CK3asjBWEAAIZRC.png'],1,0,0,[],[],https://twitter.com/jodigraphics15/status/625396382975815680,False,,1,https://pbs.twimg.com/media/CK3asjBWEAAIZRC.png,,,,,,,[],,,,
625380864768262144,625380864768262144,2015-07-26 19:03:11 UTC,2015-07-26,19:03:11,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,#poll_gr: Ποιό προεκλογικό πρόγραμμα θα υποστήριζες σε ενδεχόμενο εκλογών; Δείτε τα αποτελέσματα  http://t.co/vVBqWOYISr,el,[],[],['https://pbs.twimg.com/media/CK3MlQ4XAAANC_v.jpg'],7,12,9,['poll_gr'],[],https://twitter.com/jodigraphics15/status/625380864768262144,False,,1,https://pbs.twimg.com/media/CK3MlQ4XAAANC_v.jpg,,,,,,,[],,,,
625373203989442561,625373203989442561,2015-07-26 18:32:45 UTC,2015-07-26,18:32:45,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,Έτοιμο να πιάσει δουλειά το κουαρτέτο λιτότητας #Austerity_Quartetto #EU #IMF #ECB #ESM  http://t.co/COESarJn34,el,[],[],['https://pbs.twimg.com/media/CK3FnV2VEAAXlYj.jpg'],9,42,20,"['austerity_quartetto', 'eu', 'imf', 'ecb', 'esm']",[],https://twitter.com/jodigraphics15/status/625373203989442561,False,,1,https://pbs.twimg.com/media/CK3FnV2VEAAXlYj.jpg,,,,,,,[],,,,
625367484565180416,625366741577789440,2015-07-26 18:10:01 UTC,2015-07-26,18:10:01,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,@ptsiaras να τα αγοράσει η Ελλάδα και να τα πουλήσει στη Γερμανία σε τιμή ευκαιρίας λέω εγώ...,el,[],[],[],1,0,1,[],[],https://twitter.com/jodigraphics15/status/625367484565180416,False,,0,,,,,,,,[],,,,
625299990362128385,625299990362128385,2015-07-26 13:41:49 UTC,2015-07-26,13:41:49,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,World's unemployment rate 1993 - 2018* #ILO  http://t.co/VP2c6wjE4p,en,[],[],['https://pbs.twimg.com/media/CK2DBvoWcAA4BtY.jpg'],0,11,5,['ilo'],[],https://twitter.com/jodigraphics15/status/625299990362128385,False,,1,https://pbs.twimg.com/media/CK2DBvoWcAA4BtY.jpg,,,,,,,[],,,,
625270330517508096,625270330517508096,2015-07-26 11:43:58 UTC,2015-07-26,11:43:58,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,Τι μέτρα ζητάει το ΔΝΤ μέσω της #Draculescu από την Ελλάδα - aka #Mnimonio3  http://t.co/QcgrG7XGLI,el,[],[],['https://pbs.twimg.com/media/CK1oDTkUMAAanSy.jpg'],9,46,22,"['draculescu', 'mnimonio3']",[],https://twitter.com/jodigraphics15/status/625270330517508096,False,,1,https://pbs.twimg.com/media/CK1oDTkUMAAanSy.jpg,,,,,,,[],,,,
625248047505797120,625248047505797120,2015-07-26 10:15:25 UTC,2015-07-26,10:15:25,+0000,3233835926,jodigraphics15,𝕁𝕠 𝔻𝕚 🏳️‍🌈,,Yeah right! The #GreekDebt... #EUdebt - #USAdebt  http://t.co/SXyISMvuLt,en,[],[],['https://pbs.twimg.com/media/CK1TyRSWcAATSqf.jpg'],3,34,19,"['greekdebt', 'eudebt', 'usadebt']",[],https://twitter.com/jodigraphics15/status/625248047505797120,False,,1,https://pbs.twimg.com/media/CK1TyRSWcAATSqf.jpg,,,,,,,[],,,,
