id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1369789100052668416,1369789100052668416,2021-03-10 23:15:45 UTC,2021-03-10,23:15:45,+0000,833403192658501633,gousiosgregorys,Gregorys Gousios,,#Τσιπρας #ΣΥΡΙΖΑ #δεχομαι_το_ρισκο #πανδημια #ΜΕΘ #κορονοιος #COVID19 #coronavirus  #πορεία #επεισοδια #Νεα_Σμυρνη #ΕΛΑΣ   #Αστυνομια      #ευθυνη_Τσιπρα,qht,[],[],[],0,1,4,"['τσιπρας', 'συριζα', 'δεχομαι_το_ρισκο', 'πανδημια', 'μεθ', 'κορονοιος', 'covid19', 'coronavirus', 'πορεία', 'επεισοδια', 'νεα_σμυρνη', 'ελας', 'αστυνομια', 'ευθυνη_τσιπρα']",[],https://twitter.com/GousiosGregorys/status/1369789100052668416,False,https://twitter.com/NovemberDelta16/status/1369604071284412417,0,,,,,,,,[],,,,
1369788140471345164,1369762634145337348,2021-03-10 23:11:56 UTC,2021-03-10,23:11:56,+0000,1271108734476005378,gl6cqrn2wzotbyz,Λάζαρος,,"@AvgiOnline #δέχομαι_το_ρισκο να κάνουμε μία πορεία διαμαρτυρίας για να αυξήσουμε τα κρούσματα και τους νεκρούς.Να βοηθήσουμε στην κατάρρευση του πολύπαθου #ΕΣΥ,όχι για ψηφοθηρικούς λόγους καθώς ο κόσμος μας έχει πάρει χαμπάρι,αλλά για αποσταθεροποίηση της χώρας! Υποκριτές &amp; επικίνδυνοι!",el,[],[],[],0,0,0,"['δέχομαι_το_ρισκο', 'εσυ']",[],https://twitter.com/Gl6cqrN2wZOtByZ/status/1369788140471345164,False,,0,,,,,,,,"[{'screen_name': 'AvgiOnline', 'name': 'Η ΑΥΓΗ', 'id': '52732962'}]",,,,
1369780834585227268,1369780834585227268,2021-03-10 22:42:54 UTC,2021-03-10,22:42:54,+0000,2850090016,kosmidisstathis,MasTaKanateTsourekia,,"Οποιος πιστευει οτι εχουν σχεση με τα ορκ, τις καταληψεις κ τις καθημερινες διαδηλωσεις,να του καει το βιντεο.😂😂😎 #ευθυνη_Τσιπρα #δεχομαι_το_ρισκο #5ηφαλαγγα  https://t.co/5L2AiV2Tu8",el,[],[],"['https://pbs.twimg.com/media/EwJwZpUXMAoSdg9.jpg', 'https://pbs.twimg.com/media/EwJwZ5LXYAEYo2a.jpg', 'https://pbs.twimg.com/media/EwJwaJzXEAE2Ha_.jpg']",0,0,4,"['ευθυνη_τσιπρα', 'δεχομαι_το_ρισκο', '5ηφαλαγγα']",[],https://twitter.com/KosmidisStathis/status/1369780834585227268,False,,1,https://pbs.twimg.com/media/EwJwZpUXMAoSdg9.jpg,,,,,,,[],,,,
1369771452589875211,1369771452589875211,2021-03-10 22:05:38 UTC,2021-03-10,22:05:38,+0000,1194698578649849859,eliassolomos77,Ηλίας Σολωμός,,"Ένας Ιρανός, ένας Αλβανός και ένας Αφγανος μπαίνουν... σε μια συνοικία στην πρωτεύουσα της Ελλάδος για να προξενησουν ταραχές. Θα ήταν αστείο αν δεν ήταν τραγικό και δείγμα της συλλογικής μας κατάπτωσης... #ΝεαΣμυρνη #Νικαια #ευθυνη_Τσιπρα #δεχομαι_το_ρισκο #ΣΥΡΙΖΑ_ΔΟΛΟΦΟΝΟΙ",el,[],[],[],0,0,0,"['νεασμυρνη', 'νικαια', 'ευθυνη_τσιπρα', 'δεχομαι_το_ρισκο', 'συριζα_δολοφονοι']",[],https://twitter.com/EliasSolomos77/status/1369771452589875211,False,,0,,,,,,,,[],,,,
1369770221234446336,1369770221234446336,2021-03-10 22:00:44 UTC,2021-03-10,22:00:44,+0000,833403192658501633,gousiosgregorys,Gregorys Gousios,,#ΣΥΡΙΖΑ #ΣΥΡΙΖΑ_news #δεχομαι_το_ρισκο #Τσιπρας #Νεα_Σμυρνη #επεισοδια #ΕΛΑΣ  #Αστυνομια  https://t.co/mtL2S6hPfl,qme,[],[],['https://pbs.twimg.com/media/EwJll8nXEAUwR_y.jpg'],0,0,0,"['συριζα', 'συριζα_news', 'δεχομαι_το_ρισκο', 'τσιπρας', 'νεα_σμυρνη', 'επεισοδια', 'ελας', 'αστυνομια']",[],https://twitter.com/GousiosGregorys/status/1369770221234446336,False,,1,https://pbs.twimg.com/media/EwJll8nXEAUwR_y.jpg,,,,,,,[],,,,
1369768935252520963,1369768935252520963,2021-03-10 21:55:37 UTC,2021-03-10,21:55:37,+0000,964459978991001601,s_tsantilas,Sotirios Tsantilas,,Μη μου πεις ότι οι βουλευτάδες που φωνάζουν για χούντα και αστυνομοκρατία έχουν αστυνομική προστασία που την πληρώνουμε εμείς! Πέφτω απο τα σύννεφα! #δεχομαι_το_ρισκο  #ευθυνη_Τσιπρα,el,[],[],[],0,4,29,"['δεχομαι_το_ρισκο', 'ευθυνη_τσιπρα']",[],https://twitter.com/S_Tsantilas/status/1369768935252520963,False,,0,,,,,,,,[],,,,
1369766676162576384,1369766676162576384,2021-03-10 21:46:39 UTC,2021-03-10,21:46:39,+0000,964459978991001601,s_tsantilas,Sotirios Tsantilas,,"Στη δημοκρατία, η βία δε φέρνει βία. Η βία φέρνει φυλακή.  #δεχομαι_το_ρισκο  #ευθυνη_Τσιπρα",el,[],[],[],2,28,136,"['δεχομαι_το_ρισκο', 'ευθυνη_τσιπρα']",[],https://twitter.com/S_Tsantilas/status/1369766676162576384,False,,0,,,,,,,,[],,,,
1369764753069989891,1369764753069989891,2021-03-10 21:39:00 UTC,2021-03-10,21:39:00,+0000,75140643,apablaze,apablaze,,Αλέξης Τσίπρας: Έλληνας Κωμικός   Κλάμα 🤣🤣🤣 #ευθυνη_Τσιπρα #δεχομαι_το_ρισκο #Νικαια #Νεα_Σμυρνη  https://t.co/taWxhEvQhh,el,[],[],['https://pbs.twimg.com/media/EwJhxqzXYAUErqr.jpg'],1,15,51,"['ευθυνη_τσιπρα', 'δεχομαι_το_ρισκο', 'νικαια', 'νεα_σμυρνη']",[],https://twitter.com/apablaze/status/1369764753069989891,False,,1,https://pbs.twimg.com/media/EwJhxqzXYAUErqr.jpg,,,,,,,[],,,,
1369758243841523722,1369554869158375424,2021-03-10 21:13:08 UTC,2021-03-10,21:13:08,+0000,1365272151771783170,freethi47441236,🇬🇷freethinker🇺🇦,,@Kessaris_ Άρα; Διχασμός; #δεχομαι_το_ρισκο; Σπέρνω θάνατο σε σταγονίδια σε συμπαράσταση Κουφοντίνα; Είσ'ωραίος. #ευθυνη_Τσιπρα,el,[],[],[],0,0,0,"['δεχομαι_το_ρισκο', 'ευθυνη_τσιπρα']",[],https://twitter.com/freethi47441236/status/1369758243841523722,False,,0,,,,,,,,"[{'screen_name': 'Kessaris_', 'name': 'Themis Kessaris', 'id': '124856935'}]",,,,
1369739348564918272,1369739348564918272,2021-03-10 19:58:03 UTC,2021-03-10,19:58:03,+0000,1359847047545966593,politicalinco7,Political Incorrect,,Ο Μιχαλολιάκος πρώην βουλευτής και πρόεδρος κόμματος βρίσκεται στην φυλακή για σύσταση εγκληματικής οργάνωσης και ηθική αυτουργία. Ο Τσίπρας πότε; #ευθυνη_Τσιπρα #δεχομαι_το_ρισκο  #Συριζα_τρομοκρατες,el,[],[],[],0,0,2,"['ευθυνη_τσιπρα', 'δεχομαι_το_ρισκο', 'συριζα_τρομοκρατες']",[],https://twitter.com/PoliticalInco7/status/1369739348564918272,False,,0,,,,,,,,[],,,,
