id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1369800063535448065,1369800063535448065,2021-03-10 23:59:19 UTC,2021-03-10,23:59:19,+0000,107830710,ludost8,Μπανανία,,Θα πάρεις καμία ευθύνη Αλέξη τραχανοπλαγιά?@atsipras #ευθυνη_Τσιπρα,el,"[{'screen_name': 'atsipras', 'name': 'αλέξης τσίπρας - alexis tsipras', 'id': '334602996'}]",[],[],2,0,0,['ευθυνη_τσιπρα'],[],https://twitter.com/ludost8/status/1369800063535448065,False,,0,,,,,,,,[],,,,
1369799771205087233,1369788372902940672,2021-03-10 23:58:09 UTC,2021-03-10,23:58:09,+0000,605885861,akersekomis,For the Horde!,,Μόνοι τους καρφώνονται. #μμε_ξεφτιλες #ευθυνη_Τσιπρα #μητσοτακη_παραιτησου #ΝΔ_Χουντα #μπατσοι_γουρουνια_δολοφονοι,el,[],[],[],0,1,2,"['μμε_ξεφτιλες', 'ευθυνη_τσιπρα', 'μητσοτακη_παραιτησου', 'νδ_χουντα', 'μπατσοι_γουρουνια_δολοφονοι']",[],https://twitter.com/Akersekomis/status/1369799771205087233,False,,0,,,,,,,,[],,,,
1369799714040864768,1369799714040864768,2021-03-10 23:57:56 UTC,2021-03-10,23:57:56,+0000,2674441256,lolprothoughts,Мицотаки ублюдок,, https://t.co/1gNZsUwCZ5 #ευθυνη_Τσιπρα ΣΙΓΟΥΡΑ κυρ παντεληδες #ΝΔ_Χουντα #μπατσοι_γουρουνια_δολοφονοι #ΣΥΡΙΖΑ_ΔΟΛΟΦΟΝΟΙ #Σκατιανα #star_xeftiles #masterchefgr #survivorGR #Νικαια #Νεα_Σμυρνη,el,[],['https://www.facebook.com/110436683918429/videos/191460166072278'],[],1,1,2,"['ευθυνη_τσιπρα', 'νδ_χουντα', 'μπατσοι_γουρουνια_δολοφονοι', 'συριζα_δολοφονοι', 'σκατιανα', 'star_xeftiles', 'masterchefgr', 'survivorgr', 'νικαια', 'νεα_σμυρνη']",[],https://twitter.com/lolprothoughts/status/1369799714040864768,False,,0,,,,,,,,[],,,,
1369798886286651392,1369798886286651392,2021-03-10 23:54:38 UTC,2021-03-10,23:54:38,+0000,1070959402734231552,tetralogiki,Τετράγωνη Λογική,,Η Νεολαία Σύριζα πρέπει να χαρακτηριστεί εγκληματική οργάνωση. #ευθυνη_Τσιπρα #ΣΥΡΙΖΑ_ξεφτιλες #Νεα_Σμυρνη #ΝεαΣμυρνη,el,[],[],[],0,6,23,"['ευθυνη_τσιπρα', 'συριζα_ξεφτιλες', 'νεα_σμυρνη', 'νεασμυρνη']",[],https://twitter.com/TetraLogiki/status/1369798886286651392,False,https://twitter.com/thanosplevris/status/1369744988293234690,0,,,,,,,,[],,,,
1369798803931475974,1369798803931475974,2021-03-10 23:54:19 UTC,2021-03-10,23:54:19,+0000,761825694,rewind_2012,Rewind,,"παλεύουν τα δεξιά τρολ να κρατήσουν ψηλά τον Συριζα για την συντήρηση του δικομματισμού, ο Συριζα δεν είναι σε θέση να κινητοποιήσει ούτε δέκα άτομα #ευθυνη_Τσιπρα",el,[],[],[],0,0,2,['ευθυνη_τσιπρα'],[],https://twitter.com/rewind_2012/status/1369798803931475974,False,,0,,,,,,,,[],,,,
1369798736617078788,1369798736617078788,2021-03-10 23:54:03 UTC,2021-03-10,23:54:03,+0000,952272884,abcheckles,Mr Heckles aka Η Χεκλς 🍫😷,,#ευθυνη_Τσιπρα,qht,[],[],[],0,0,2,['ευθυνη_τσιπρα'],[],https://twitter.com/ABCHeckles/status/1369798736617078788,False,https://twitter.com/pavlmarin/status/1369653443346960386,0,,,,,,,,[],,,,
1369798437106032644,1369798437106032644,2021-03-10 23:52:51 UTC,2021-03-10,23:52:51,+0000,952272884,abcheckles,Mr Heckles aka Η Χεκλς 🍫😷,,#ευθυνη_Τσιπρα,qht,[],[],[],0,0,1,['ευθυνη_τσιπρα'],[],https://twitter.com/ABCHeckles/status/1369798437106032644,False,https://twitter.com/left2kolou/status/1369752197362311171,0,,,,,,,,[],,,,
1369797998654406656,1369598838676324352,2021-03-10 23:51:07 UTC,2021-03-10,23:51:07,+0000,3438016774,xristikos76,ΟΜΑΔΑ ΣΟΙΜΠΛΕ,,@dim70 Ε τότε να καλέσετε πάλι σε καμια μαζική διαδηλωση μήπως κ μειωθούν τα κρουσματα! Αλλωστε το ρίσκο το δέχεται ο Τσίπρας! #ορσε #ευθυνη_Τσιπρα #συριζα_εγκληματικη_οργανωση  #ΣΥΡΙΖΑ_ΔΟΛΟΦΟΝΟΙ,el,[],[],[],2,0,0,"['ορσε', 'ευθυνη_τσιπρα', 'συριζα_εγκληματικη_οργανωση', 'συριζα_δολοφονοι']",[],https://twitter.com/xristikos76/status/1369797998654406656,False,,0,,,,,,,,"[{'screen_name': 'dim70', 'name': 'dim_itris', 'id': '36633819'}]",,,,
1369797994854354945,1369797994854354945,2021-03-10 23:51:06 UTC,2021-03-10,23:51:06,+0000,2674441256,lolprothoughts,Мицотаки ублюдок,,#μπατσοι_γουρουνια_δολοφονοι #ευθυνη_Τσιπρα #ΣΥΡΙΖΑ_ΔΟΛΟΦΟΝΟΙ #star_xeftiles #skai_xeftiles #Νεα_Σμυρνη #ΝΔ_Χουντα,qht,[],[],[],0,0,0,"['μπατσοι_γουρουνια_δολοφονοι', 'ευθυνη_τσιπρα', 'συριζα_δολοφονοι', 'star_xeftiles', 'skai_xeftiles', 'νεα_σμυρνη', 'νδ_χουντα']",[],https://twitter.com/lolprothoughts/status/1369797994854354945,False,https://twitter.com/lolprothoughts/status/1369796484145807360,0,,,,,,,,[],,,,
1369796484145807360,1369796484145807360,2021-03-10 23:45:06 UTC,2021-03-10,23:45:06,+0000,2674441256,lolprothoughts,Мицотаки ублюдок,,"""Νε αλα αυτι σαι αισωσαν απω τον Εβρο""Στις Καστανιες εκανα ποσες υπηρεσιες με στελεχη.Ειχαν ανοιξει τοσο τα κεφαλια απο παππουδες και παιδια που δεν ειχαν στον ηλιο μοιρα.Τουλαχιστον με εκαναν να μπω σε προγραμμα στηριξης οικογενειων απο τη Συρια #ευθυνη_Τσιπρα #ΣΥΡΙΖΑ_ΔΟΛΟΦΟΝΟΙ",el,[],[],[],2,0,1,"['ευθυνη_τσιπρα', 'συριζα_δολοφονοι']",[],https://twitter.com/lolprothoughts/status/1369796484145807360,False,,0,,,,,,,,[],,,,
1369796269875605508,1369796269875605508,2021-03-10 23:44:14 UTC,2021-03-10,23:44:14,+0000,1070959402734231552,tetralogiki,Τετράγωνη Λογική,,Διαψεύδεται ή όχι ότι η Νεολαία #ΣΥΡΙΖΑ_Βουρκος στρατολογούσε για την #ΝεαΣμυρνη Αλβανικά κ άλλα σκουπίδια και τα χαρτζιλίκωνε με 20€ για να τα σπάνε? Τα χουλιγκάνια πιάστηκαν κορόιδα και πήγαν τσάμπα. #ευθυνη_Τσιπρα #antireport #Νεα_Σμυρνη #ΣΥΡΙΖΑ_ξεφτιλες,el,[],[],[],2,7,20,"['συριζα_βουρκος', 'νεασμυρνη', 'ευθυνη_τσιπρα', 'antireport', 'νεα_σμυρνη', 'συριζα_ξεφτιλες']",[],https://twitter.com/TetraLogiki/status/1369796269875605508,False,,0,,,,,,,,[],,,,
1369795382155354116,1369795382155354116,2021-03-10 23:40:43 UTC,2021-03-10,23:40:43,+0000,1034444046855532544,kseskai,kseSkai,,Ας μην σπερνουμε την διχονοια... #ΝΔ_Χουντα #ποναω #Νεα_Σμυρνη #ευθυνη_Τσιπρα  https://t.co/VOjrUbkWJc,el,[],[],['https://pbs.twimg.com/media/EwJ9d18WYAUzv55.jpg'],1,2,3,"['νδ_χουντα', 'ποναω', 'νεα_σμυρνη', 'ευθυνη_τσιπρα']",[],https://twitter.com/KseSkai/status/1369795382155354116,False,,1,https://pbs.twimg.com/media/EwJ9d18WYAUzv55.jpg,,,,,,,[],,,,
1369795361808715783,1369795361808715783,2021-03-10 23:40:38 UTC,2021-03-10,23:40:38,+0000,924555034976759808,potisx2,Ποτης&Ποτης,,Ρε ομαδες τ ελεους αβγδ τι τους βαζετε αγρια μεσανυχτα να γραφουν για #ευθυνη_Τσιπρα αφηστε τα παιδια να κοιμηθουν  Καντε αυριο νταματζ κοντρολ με #παραιτηση_χρυσοχοιδη γιατι με τις μαλακιες οτι φταιει ο τσιπρας επειδη  δερνει στς πλατειες ο μιχαλης και ο #κουλης γελαει ο κοσμος,el,[],[],[],0,1,1,"['ευθυνη_τσιπρα', 'παραιτηση_χρυσοχοιδη', 'κουλης']",[],https://twitter.com/potisx2/status/1369795361808715783,False,,0,,,,,,,,[],,,,
